mcns_id,rank,banc_match,similarity,label
10191,1,720575941496126793,0.4715442657470703,tarsus-something
10191,2,720575941503128626,0.0,tarsus-something
10191,3,720575941519179480,0.0,tarsus-something
10191,4,720575941539565916,0.0,tarsus-something
10192,1,720575941503128626,0.0,tarsus-something
10192,2,720575941496126793,0.0,tarsus-something
10192,3,720575941519179480,0.0,tarsus-something
10192,4,720575941539565916,0.0,tarsus-something
10197,1,720575941496126793,0.10483138263225555,tarsus-something
10197,2,720575941503128626,0.0,tarsus-something
10197,3,720575941519179480,0.0,tarsus-something
10197,4,720575941539565916,0.0,tarsus-something
10202,1,720575941496126793,0.7909104824066162,tarsus-something
10202,2,720575941503128626,0.0,tarsus-something
10202,3,720575941519179480,0.0,tarsus-something
10202,4,720575941539565916,0.0,tarsus-something
10207,1,720575941496126793,0.3705252408981323,tarsus-something
10207,2,720575941503128626,0.0,tarsus-something
10207,3,720575941519179480,0.0,tarsus-something
10207,4,720575941539565916,0.0,tarsus-something
10210,1,720575941503128626,0.0,tarsus-something
10210,2,720575941496126793,0.0,tarsus-something
10210,3,720575941519179480,0.0,tarsus-something
10210,4,720575941539565916,0.0,tarsus-something
10213,1,720575941503128626,0.0,tarsus-something
10213,2,720575941496126793,0.0,tarsus-something
10213,3,720575941519179480,0.0,tarsus-something
10213,4,720575941539565916,0.0,tarsus-something
10216,1,720575941496126793,0.7068217396736145,tarsus-something
10216,2,720575941539565916,0.33935827016830444,tarsus-something
10216,3,720575941503128626,0.0,tarsus-something
10216,4,720575941519179480,0.0,tarsus-something
10218,1,720575941503128626,0.0,tarsus-something
10218,2,720575941496126793,0.0,tarsus-something
10218,3,720575941519179480,0.0,tarsus-something
10218,4,720575941539565916,0.0,tarsus-something
10221,1,720575941496126793,0.3280506432056427,tarsus-something
10221,2,720575941503128626,0.0,tarsus-something
10221,3,720575941519179480,0.0,tarsus-something
10221,4,720575941539565916,0.0,tarsus-something
10222,1,720575941496126793,0.6119318604469299,tarsus-something
10222,2,720575941503128626,0.0,tarsus-something
10222,3,720575941519179480,0.0,tarsus-something
10222,4,720575941539565916,0.0,tarsus-something
10223,1,720575941503128626,0.0,tarsus-something
10223,2,720575941496126793,0.0,tarsus-something
10223,3,720575941519179480,0.0,tarsus-something
10223,4,720575941539565916,0.0,tarsus-something
10228,1,720575941503128626,0.0,tarsus-something
10228,2,720575941496126793,0.0,tarsus-something
10228,3,720575941519179480,0.0,tarsus-something
10228,4,720575941539565916,0.0,tarsus-something
10230,1,720575941503128626,0.0,tarsus-something
10230,2,720575941496126793,0.0,tarsus-something
10230,3,720575941519179480,0.0,tarsus-something
10230,4,720575941539565916,0.0,tarsus-something
10234,1,720575941503128626,0.0,tarsus-something
10234,2,720575941496126793,0.0,tarsus-something
10234,3,720575941519179480,0.0,tarsus-something
10234,4,720575941539565916,0.0,tarsus-something
10244,1,720575941503128626,0.0,tarsus-something
10244,2,720575941496126793,0.0,tarsus-something
10244,3,720575941519179480,0.0,tarsus-something
10244,4,720575941539565916,0.0,tarsus-something
10245,1,720575941503128626,0.0,tarsus-something
10245,2,720575941496126793,0.0,tarsus-something
10245,3,720575941519179480,0.0,tarsus-something
10245,4,720575941539565916,0.0,tarsus-something
10255,1,720575941503128626,0.0,tarsus-something
10255,2,720575941496126793,0.0,tarsus-something
10255,3,720575941519179480,0.0,tarsus-something
10255,4,720575941539565916,0.0,tarsus-something
10259,1,720575941503128626,0.0,tarsus-something
10259,2,720575941496126793,0.0,tarsus-something
10259,3,720575941519179480,0.0,tarsus-something
10259,4,720575941539565916,0.0,tarsus-something
10265,1,720575941503128626,0.0,tarsus-something
10265,2,720575941496126793,0.0,tarsus-something
10265,3,720575941519179480,0.0,tarsus-something
10265,4,720575941539565916,0.0,tarsus-something
10278,1,720575941496126793,0.3853294253349304,tarsus-something
10278,2,720575941503128626,0.0,tarsus-something
10278,3,720575941519179480,0.0,tarsus-something
10278,4,720575941539565916,0.0,tarsus-something
10280,1,720575941503128626,0.0,tarsus-something
10280,2,720575941496126793,0.0,tarsus-something
10280,3,720575941519179480,0.0,tarsus-something
10280,4,720575941539565916,0.0,tarsus-something
10283,1,720575941503128626,0.0,tarsus-something
10283,2,720575941496126793,0.0,tarsus-something
10283,3,720575941519179480,0.0,tarsus-something
10283,4,720575941539565916,0.0,tarsus-something
10291,1,720575941503128626,0.0,tarsus-something
10291,2,720575941496126793,0.0,tarsus-something
10291,3,720575941519179480,0.0,tarsus-something
10291,4,720575941539565916,0.0,tarsus-something
10292,1,720575941496126793,0.6119318604469299,tarsus-something
10292,2,720575941503128626,0.0,tarsus-something
10292,3,720575941519179480,0.0,tarsus-something
10292,4,720575941539565916,0.0,tarsus-something
10295,1,720575941496126793,0.4859972596168518,tarsus-something
10295,2,720575941503128626,0.0,tarsus-something
10295,3,720575941519179480,0.0,tarsus-something
10295,4,720575941539565916,0.0,tarsus-something
10301,1,720575941496126793,0.20796571671962738,tarsus-something
10301,2,720575941503128626,0.0,tarsus-something
10301,3,720575941519179480,0.0,tarsus-something
10301,4,720575941539565916,0.0,tarsus-something
10304,1,720575941503128626,0.0,tarsus-something
10304,2,720575941496126793,0.0,tarsus-something
10304,3,720575941519179480,0.0,tarsus-something
10304,4,720575941539565916,0.0,tarsus-something
10313,1,720575941503128626,0.0,tarsus-something
10313,2,720575941496126793,0.0,tarsus-something
10313,3,720575941519179480,0.0,tarsus-something
10313,4,720575941539565916,0.0,tarsus-something
10314,1,720575941496126793,0.6119318604469299,tarsus-something
10314,2,720575941503128626,0.0,tarsus-something
10314,3,720575941519179480,0.0,tarsus-something
10314,4,720575941539565916,0.0,tarsus-something
10318,1,720575941496126793,0.6119318604469299,tarsus-something
10318,2,720575941503128626,0.0,tarsus-something
10318,3,720575941519179480,0.0,tarsus-something
10318,4,720575941539565916,0.0,tarsus-something
10323,1,720575941496126793,0.6119318604469299,tarsus-something
10323,2,720575941503128626,0.0,tarsus-something
10323,3,720575941519179480,0.0,tarsus-something
10323,4,720575941539565916,0.0,tarsus-something
10327,1,720575941496126793,0.6119318604469299,tarsus-something
10327,2,720575941503128626,0.0,tarsus-something
10327,3,720575941519179480,0.0,tarsus-something
10327,4,720575941539565916,0.0,tarsus-something
10329,1,720575941503128626,0.0,tarsus-something
10329,2,720575941496126793,0.0,tarsus-something
10329,3,720575941519179480,0.0,tarsus-something
10329,4,720575941539565916,0.0,tarsus-something
10361,1,720575941503128626,0.0,tarsus-something
10361,2,720575941496126793,0.0,tarsus-something
10361,3,720575941519179480,0.0,tarsus-something
10361,4,720575941539565916,0.0,tarsus-something
10416,1,720575941503128626,0.0,tarsus-something
10416,2,720575941496126793,0.0,tarsus-something
10416,3,720575941519179480,0.0,tarsus-something
10416,4,720575941539565916,0.0,tarsus-something
10417,1,720575941503128626,0.0,tarsus-something
10417,2,720575941496126793,0.0,tarsus-something
10417,3,720575941519179480,0.0,tarsus-something
10417,4,720575941539565916,0.0,tarsus-something
10420,1,720575941496126793,0.6727319359779358,tarsus-something
10420,2,720575941503128626,0.0,tarsus-something
10420,3,720575941519179480,0.0,tarsus-something
10420,4,720575941539565916,0.0,tarsus-something
10425,1,720575941496126793,0.3194037079811096,tarsus-something
10425,2,720575941503128626,0.0,tarsus-something
10425,3,720575941519179480,0.0,tarsus-something
10425,4,720575941539565916,0.0,tarsus-something
10428,1,720575941539565916,0.5385462045669556,tarsus-something
10428,2,720575941496126793,0.5156113505363464,tarsus-something
10428,3,720575941503128626,0.0,tarsus-something
10428,4,720575941519179480,0.0,tarsus-something
10433,1,720575941503128626,0.0,tarsus-something
10433,2,720575941496126793,0.0,tarsus-something
10433,3,720575941519179480,0.0,tarsus-something
10433,4,720575941539565916,0.0,tarsus-something
10440,1,720575941496126793,0.2640571892261505,tarsus-something
10440,2,720575941503128626,0.0,tarsus-something
10440,3,720575941519179480,0.0,tarsus-something
10440,4,720575941539565916,0.0,tarsus-something
10442,1,720575941496126793,0.16143740713596344,tarsus-something
10442,2,720575941503128626,0.0,tarsus-something
10442,3,720575941519179480,0.0,tarsus-something
10442,4,720575941539565916,0.0,tarsus-something
10444,1,720575941496126793,0.12670208513736725,tarsus-something
10444,2,720575941503128626,0.0,tarsus-something
10444,3,720575941519179480,0.0,tarsus-something
10444,4,720575941539565916,0.0,tarsus-something
10449,1,720575941503128626,0.0,tarsus-something
10449,2,720575941496126793,0.0,tarsus-something
10449,3,720575941519179480,0.0,tarsus-something
10449,4,720575941539565916,0.0,tarsus-something
10454,1,720575941503128626,0.0,tarsus-something
10454,2,720575941496126793,0.0,tarsus-something
10454,3,720575941519179480,0.0,tarsus-something
10454,4,720575941539565916,0.0,tarsus-something
10464,1,720575941496126793,0.40926381945610046,tarsus-something
10464,2,720575941503128626,0.0,tarsus-something
10464,3,720575941519179480,0.0,tarsus-something
10464,4,720575941539565916,0.0,tarsus-something
10471,1,720575941503128626,0.0,tarsus-something
10471,2,720575941496126793,0.0,tarsus-something
10471,3,720575941519179480,0.0,tarsus-something
10471,4,720575941539565916,0.0,tarsus-something
10475,1,720575941503128626,0.0,tarsus-something
10475,2,720575941496126793,0.0,tarsus-something
10475,3,720575941519179480,0.0,tarsus-something
10475,4,720575941539565916,0.0,tarsus-something
10487,1,720575941496126793,0.19226722419261932,tarsus-something
10487,2,720575941503128626,0.0,tarsus-something
10487,3,720575941519179480,0.0,tarsus-something
10487,4,720575941539565916,0.0,tarsus-something
10506,1,720575941503128626,0.0,tarsus-something
10506,2,720575941496126793,0.0,tarsus-something
10506,3,720575941519179480,0.0,tarsus-something
10506,4,720575941539565916,0.0,tarsus-something
10508,1,720575941496126793,0.7909104824066162,tarsus-something
10508,2,720575941503128626,0.0,tarsus-something
10508,3,720575941519179480,0.0,tarsus-something
10508,4,720575941539565916,0.0,tarsus-something
10509,1,720575941496126793,0.7909104824066162,tarsus-something
10509,2,720575941503128626,0.0,tarsus-something
10509,3,720575941519179480,0.0,tarsus-something
10509,4,720575941539565916,0.0,tarsus-something
10510,1,720575941503128626,0.0,tarsus-something
10510,2,720575941496126793,0.0,tarsus-something
10510,3,720575941519179480,0.0,tarsus-something
10510,4,720575941539565916,0.0,tarsus-something
10512,1,720575941496126793,0.6119318604469299,tarsus-something
10512,2,720575941503128626,0.0,tarsus-something
10512,3,720575941519179480,0.0,tarsus-something
10512,4,720575941539565916,0.0,tarsus-something
10527,1,720575941503128626,0.0,tarsus-something
10527,2,720575941496126793,0.0,tarsus-something
10527,3,720575941519179480,0.0,tarsus-something
10527,4,720575941539565916,0.0,tarsus-something
10535,1,720575941496126793,0.7909104824066162,tarsus-something
10535,2,720575941503128626,0.0,tarsus-something
10535,3,720575941519179480,0.0,tarsus-something
10535,4,720575941539565916,0.0,tarsus-something
10536,1,720575941503128626,0.0,tarsus-something
10536,2,720575941496126793,0.0,tarsus-something
10536,3,720575941519179480,0.0,tarsus-something
10536,4,720575941539565916,0.0,tarsus-something
10541,1,720575941503128626,0.0,tarsus-something
10541,2,720575941496126793,0.0,tarsus-something
10541,3,720575941519179480,0.0,tarsus-something
10541,4,720575941539565916,0.0,tarsus-something
10542,1,720575941496126793,0.6119318604469299,tarsus-something
10542,2,720575941503128626,0.0,tarsus-something
10542,3,720575941519179480,0.0,tarsus-something
10542,4,720575941539565916,0.0,tarsus-something
10543,1,720575941496126793,0.6119318604469299,tarsus-something
10543,2,720575941503128626,0.0,tarsus-something
10543,3,720575941519179480,0.0,tarsus-something
10543,4,720575941539565916,0.0,tarsus-something
10544,1,720575941496126793,0.6119318604469299,tarsus-something
10544,2,720575941503128626,0.0,tarsus-something
10544,3,720575941519179480,0.0,tarsus-something
10544,4,720575941539565916,0.0,tarsus-something
10549,1,720575941503128626,0.0,tarsus-something
10549,2,720575941496126793,0.0,tarsus-something
10549,3,720575941519179480,0.0,tarsus-something
10549,4,720575941539565916,0.0,tarsus-something
10550,1,720575941503128626,0.4260733127593994,tarsus-something
10550,2,720575941496126793,0.2146800011396408,tarsus-something
10550,3,720575941519179480,0.17541168630123138,tarsus-something
10550,4,720575941539565916,0.0,tarsus-something
10558,1,720575941503128626,0.0,tarsus-something
10558,2,720575941496126793,0.0,tarsus-something
10558,3,720575941519179480,0.0,tarsus-something
10558,4,720575941539565916,0.0,tarsus-something
10559,1,720575941503128626,0.0,tarsus-something
10559,2,720575941496126793,0.0,tarsus-something
10559,3,720575941519179480,0.0,tarsus-something
10559,4,720575941539565916,0.0,tarsus-something
10565,1,720575941496126793,0.6119318604469299,tarsus-something
10565,2,720575941503128626,0.0,tarsus-something
10565,3,720575941519179480,0.0,tarsus-something
10565,4,720575941539565916,0.0,tarsus-something
10577,1,720575941496126793,0.5040785670280457,tarsus-something
10577,2,720575941503128626,0.0,tarsus-something
10577,3,720575941519179480,0.0,tarsus-something
10577,4,720575941539565916,0.0,tarsus-something
10580,1,720575941503128626,0.0,tarsus-something
10580,2,720575941496126793,0.0,tarsus-something
10580,3,720575941519179480,0.0,tarsus-something
10580,4,720575941539565916,0.0,tarsus-something
10581,1,720575941496126793,0.6119318604469299,tarsus-something
10581,2,720575941503128626,0.0,tarsus-something
10581,3,720575941519179480,0.0,tarsus-something
10581,4,720575941539565916,0.0,tarsus-something
10583,1,720575941503128626,0.0,tarsus-something
10583,2,720575941496126793,0.0,tarsus-something
10583,3,720575941519179480,0.0,tarsus-something
10583,4,720575941539565916,0.0,tarsus-something
10584,1,720575941503128626,0.0,tarsus-something
10584,2,720575941496126793,0.0,tarsus-something
10584,3,720575941519179480,0.0,tarsus-something
10584,4,720575941539565916,0.0,tarsus-something
10587,1,720575941503128626,0.0,tarsus-something
10587,2,720575941496126793,0.0,tarsus-something
10587,3,720575941519179480,0.0,tarsus-something
10587,4,720575941539565916,0.0,tarsus-something
10589,1,720575941503128626,0.0,tarsus-something
10589,2,720575941496126793,0.0,tarsus-something
10589,3,720575941519179480,0.0,tarsus-something
10589,4,720575941539565916,0.0,tarsus-something
10590,1,720575941503128626,0.0,tarsus-something
10590,2,720575941496126793,0.0,tarsus-something
10590,3,720575941519179480,0.0,tarsus-something
10590,4,720575941539565916,0.0,tarsus-something
10592,1,720575941503128626,0.0,tarsus-something
10592,2,720575941496126793,0.0,tarsus-something
10592,3,720575941519179480,0.0,tarsus-something
10592,4,720575941539565916,0.0,tarsus-something
10594,1,720575941503128626,0.0,tarsus-something
10594,2,720575941496126793,0.0,tarsus-something
10594,3,720575941519179480,0.0,tarsus-something
10594,4,720575941539565916,0.0,tarsus-something
10616,1,720575941503128626,0.0,tarsus-something
10616,2,720575941496126793,0.0,tarsus-something
10616,3,720575941519179480,0.0,tarsus-something
10616,4,720575941539565916,0.0,tarsus-something
10617,1,720575941496126793,0.8858131170272827,tarsus-something
10617,2,720575941503128626,0.0,tarsus-something
10617,3,720575941519179480,0.0,tarsus-something
10617,4,720575941539565916,0.0,tarsus-something
10623,1,720575941496126793,0.6119318604469299,tarsus-something
10623,2,720575941503128626,0.0,tarsus-something
10623,3,720575941519179480,0.0,tarsus-something
10623,4,720575941539565916,0.0,tarsus-something
10638,1,720575941496126793,0.38279852271080017,tarsus-something
10638,2,720575941503128626,0.0,tarsus-something
10638,3,720575941519179480,0.0,tarsus-something
10638,4,720575941539565916,0.0,tarsus-something
10648,1,720575941503128626,0.0,tarsus-something
10648,2,720575941496126793,0.0,tarsus-something
10648,3,720575941519179480,0.0,tarsus-something
10648,4,720575941539565916,0.0,tarsus-something
10649,1,720575941503128626,0.0,tarsus-something
10649,2,720575941496126793,0.0,tarsus-something
10649,3,720575941519179480,0.0,tarsus-something
10649,4,720575941539565916,0.0,tarsus-something
10652,1,720575941503128626,0.0,tarsus-something
10652,2,720575941496126793,0.0,tarsus-something
10652,3,720575941519179480,0.0,tarsus-something
10652,4,720575941539565916,0.0,tarsus-something
10662,1,720575941496126793,0.3390076458454132,tarsus-something
10662,2,720575941503128626,0.0,tarsus-something
10662,3,720575941519179480,0.0,tarsus-something
10662,4,720575941539565916,0.0,tarsus-something
10671,1,720575941496126793,0.16273893415927887,tarsus-something
10671,2,720575941503128626,0.0,tarsus-something
10671,3,720575941519179480,0.0,tarsus-something
10671,4,720575941539565916,0.0,tarsus-something
10673,1,720575941539565916,0.7749881744384766,tarsus-something
10673,2,720575941519179480,0.6319756507873535,tarsus-something
10673,3,720575941503128626,0.0,tarsus-something
10673,4,720575941496126793,0.0,tarsus-something
10676,1,720575941519179480,0.6591658592224121,tarsus-something
10676,2,720575941503128626,0.0,tarsus-something
10676,3,720575941496126793,0.0,tarsus-something
10676,4,720575941539565916,0.0,tarsus-something
10677,1,720575941503128626,0.0,tarsus-something
10677,2,720575941496126793,0.0,tarsus-something
10677,3,720575941519179480,0.0,tarsus-something
10677,4,720575941539565916,0.0,tarsus-something
10679,1,720575941496126793,0.7909104824066162,tarsus-something
10679,2,720575941503128626,0.0,tarsus-something
10679,3,720575941519179480,0.0,tarsus-something
10679,4,720575941539565916,0.0,tarsus-something
10700,1,720575941503128626,0.0,tarsus-something
10700,2,720575941496126793,0.0,tarsus-something
10700,3,720575941519179480,0.0,tarsus-something
10700,4,720575941539565916,0.0,tarsus-something
10703,1,720575941496126793,0.6119318604469299,tarsus-something
10703,2,720575941503128626,0.0,tarsus-something
10703,3,720575941519179480,0.0,tarsus-something
10703,4,720575941539565916,0.0,tarsus-something
10706,1,720575941503128626,0.0,tarsus-something
10706,2,720575941496126793,0.0,tarsus-something
10706,3,720575941519179480,0.0,tarsus-something
10706,4,720575941539565916,0.0,tarsus-something
10712,1,720575941503128626,0.0,tarsus-something
10712,2,720575941496126793,0.0,tarsus-something
10712,3,720575941519179480,0.0,tarsus-something
10712,4,720575941539565916,0.0,tarsus-something
10725,1,720575941503128626,0.0,tarsus-something
10725,2,720575941496126793,0.0,tarsus-something
10725,3,720575941519179480,0.0,tarsus-something
10725,4,720575941539565916,0.0,tarsus-something
10732,1,720575941503128626,0.0,tarsus-something
10732,2,720575941496126793,0.0,tarsus-something
10732,3,720575941519179480,0.0,tarsus-something
10732,4,720575941539565916,0.0,tarsus-something
10735,1,720575941503128626,0.0,tarsus-something
10735,2,720575941496126793,0.0,tarsus-something
10735,3,720575941519179480,0.0,tarsus-something
10735,4,720575941539565916,0.0,tarsus-something
10738,1,720575941539565916,1.0,tarsus-something
10738,2,720575941503128626,0.0,tarsus-something
10738,3,720575941496126793,0.0,tarsus-something
10738,4,720575941519179480,0.0,tarsus-something
10751,1,720575941539565916,1.0,tarsus-something
10751,2,720575941503128626,0.0,tarsus-something
10751,3,720575941496126793,0.0,tarsus-something
10751,4,720575941519179480,0.0,tarsus-something
10759,1,720575941503128626,0.0,tarsus-something
10759,2,720575941496126793,0.0,tarsus-something
10759,3,720575941519179480,0.0,tarsus-something
10759,4,720575941539565916,0.0,tarsus-something
10760,1,720575941496126793,0.20382161438465118,tarsus-something
10760,2,720575941503128626,0.0,tarsus-something
10760,3,720575941519179480,0.0,tarsus-something
10760,4,720575941539565916,0.0,tarsus-something
10777,1,720575941496126793,0.49839016795158386,tarsus-something
10777,2,720575941503128626,0.0,tarsus-something
10777,3,720575941519179480,0.0,tarsus-something
10777,4,720575941539565916,0.0,tarsus-something
10781,1,720575941503128626,0.0,tarsus-something
10781,2,720575941496126793,0.0,tarsus-something
10781,3,720575941519179480,0.0,tarsus-something
10781,4,720575941539565916,0.0,tarsus-something
10782,1,720575941503128626,0.0,tarsus-something
10782,2,720575941496126793,0.0,tarsus-something
10782,3,720575941519179480,0.0,tarsus-something
10782,4,720575941539565916,0.0,tarsus-something
10783,1,720575941503128626,0.0,tarsus-something
10783,2,720575941496126793,0.0,tarsus-something
10783,3,720575941519179480,0.0,tarsus-something
10783,4,720575941539565916,0.0,tarsus-something
10785,1,720575941496126793,0.17310325801372528,tarsus-something
10785,2,720575941503128626,0.0,tarsus-something
10785,3,720575941519179480,0.0,tarsus-something
10785,4,720575941539565916,0.0,tarsus-something
10799,1,720575941496126793,0.6119318604469299,tarsus-something
10799,2,720575941503128626,0.0,tarsus-something
10799,3,720575941519179480,0.0,tarsus-something
10799,4,720575941539565916,0.0,tarsus-something
10800,1,720575941503128626,0.0,tarsus-something
10800,2,720575941496126793,0.0,tarsus-something
10800,3,720575941519179480,0.0,tarsus-something
10800,4,720575941539565916,0.0,tarsus-something
10809,1,720575941503128626,0.0,tarsus-something
10809,2,720575941496126793,0.0,tarsus-something
10809,3,720575941519179480,0.0,tarsus-something
10809,4,720575941539565916,0.0,tarsus-something
10810,1,720575941503128626,0.0,tarsus-something
10810,2,720575941496126793,0.0,tarsus-something
10810,3,720575941519179480,0.0,tarsus-something
10810,4,720575941539565916,0.0,tarsus-something
10813,1,720575941503128626,0.0,tarsus-something
10813,2,720575941496126793,0.0,tarsus-something
10813,3,720575941519179480,0.0,tarsus-something
10813,4,720575941539565916,0.0,tarsus-something
10814,1,720575941496126793,0.7909104824066162,tarsus-something
10814,2,720575941503128626,0.0,tarsus-something
10814,3,720575941519179480,0.0,tarsus-something
10814,4,720575941539565916,0.0,tarsus-something
10822,1,720575941496126793,0.4839833080768585,tarsus-something
10822,2,720575941503128626,0.0,tarsus-something
10822,3,720575941519179480,0.0,tarsus-something
10822,4,720575941539565916,0.0,tarsus-something
10827,1,720575941519179480,0.7430757880210876,tarsus-something
